0.146997	0.146997	0.147998	0.149830	0.152169	0.154778	0.157501	0.160237	0.162918	0.165496	0.167938	0.170220	0.172324	0.174240	0.175958	0.177476	0.178793	0.179912	0.180840	0.181585	0.182156	0.182567	0.182830	0.182961	0.182973	0.182881	0.182700	0.182444	0.182125	0.181757	0.181349	0.180913	0.180457	0.179990	0.179518	0.179048	0.178584	0.178130	0.177691	0.177268	0.176864	0.176480	0.176118	0.175778	0.175461	0.175165	0.174892	0.174641	0.174410	0.174200	0.174009	0.173836	0.173681	0.173541	0.173417	0.173307	0.173210	0.173124	0.173050	0.172985	0.172928	0.172880	0.172839	0.172804	0.172774	0.172749	0.172728	0.172710	0.172695	0.172683	0.172672	0.172663	0.172655	0.172648	0.172641	0.172634	0.172628	0.172621	0.172614	0.172607	0.172599	0.172591	0.172582	0.172573	0.172563	0.172552	0.172541	0.172529	0.172517	0.172504	0.172491	0.172477	0.172463	0.172448	0.172434	0.172419	0.172404	0.172388	0.172373	0.172358	0.172358	
0.146997	0.146997	0.147998	0.149830	0.152169	0.154778	0.157501	0.160237	0.162918	0.165496	0.167938	0.170220	0.172324	0.174240	0.175958	0.177476	0.178793	0.179912	0.180840	0.181585	0.182156	0.182567	0.182830	0.182961	0.182973	0.182881	0.182700	0.182444	0.182125	0.181757	0.181349	0.180913	0.180457	0.179990	0.179518	0.179048	0.178584	0.178130	0.177691	0.177268	0.176864	0.176480	0.176118	0.175778	0.175461	0.175165	0.174892	0.174641	0.174410	0.174200	0.174009	0.173836	0.173681	0.173541	0.173417	0.173307	0.173210	0.173124	0.173050	0.172985	0.172928	0.172880	0.172839	0.172804	0.172774	0.172749	0.172728	0.172710	0.172695	0.172683	0.172672	0.172663	0.172655	0.172648	0.172641	0.172634	0.172628	0.172621	0.172614	0.172607	0.172599	0.172591	0.172582	0.172573	0.172563	0.172552	0.172541	0.172529	0.172517	0.172504	0.172491	0.172477	0.172463	0.172448	0.172434	0.172419	0.172404	0.172388	0.172373	0.172358	0.172358	
0.146336	0.146336	0.147271	0.149007	0.151245	0.153761	0.156404	0.159074	0.161701	0.164238	0.166652	0.168916	0.171014	0.172933	0.174665	0.176205	0.177551	0.178707	0.179677	0.180468	0.181089	0.181552	0.181869	0.182053	0.182118	0.182078	0.181948	0.181739	0.181466	0.181140	0.180773	0.180373	0.179951	0.179515	0.179071	0.178625	0.178184	0.177751	0.177329	0.176923	0.176533	0.176162	0.175811	0.175480	0.175171	0.174883	0.174616	0.174371	0.174145	0.173939	0.173751	0.173582	0.173429	0.173293	0.173171	0.173063	0.172968	0.172884	0.172811	0.172748	0.172694	0.172647	0.172608	0.172575	0.172547	0.172524	0.172504	0.172489	0.172476	0.172465	0.172457	0.172450	0.172444	0.172438	0.172434	0.172429	0.172425	0.172421	0.172416	0.172411	0.172406	0.172400	0.172393	0.172386	0.172378	0.172370	0.172361	0.172351	0.172341	0.172330	0.172319	0.172307	0.172295	0.172283	0.172270	0.172257	0.172244	0.172230	0.172217	0.172203	0.172203	
0.145698	0.145698	0.146566	0.148206	0.150345	0.152770	0.155334	0.157938	0.160512	0.163008	0.165392	0.167638	0.169729	0.171650	0.173392	0.174952	0.176326	0.177515	0.178524	0.179359	0.180028	0.180541	0.180909	0.181145	0.181262	0.181273	0.181192	0.181031	0.180802	0.180519	0.180190	0.179828	0.179439	0.179034	0.178618	0.178198	0.177780	0.177367	0.176964	0.176574	0.176198	0.175840	0.175500	0.175180	0.174879	0.174599	0.174339	0.174099	0.173878	0.173677	0.173493	0.173327	0.173178	0.173044	0.172925	0.172819	0.172726	0.172644	0.172573	0.172512	0.172460	0.172415	0.172377	0.172346	0.172320	0.172298	0.172281	0.172267	0.172256	0.172248	0.172241	0.172236	0.172233	0.172230	0.172227	0.172225	0.172223	0.172221	0.172219	0.172216	0.172213	0.172209	0.172205	0.172200	0.172194	0.172188	0.172181	0.172174	0.172165	0.172157	0.172148	0.172138	0.172128	0.172117	0.172106	0.172095	0.172084	0.172072	0.172060	0.172048	0.172048	
0.145079	0.145079	0.145882	0.147428	0.149469	0.151804	0.154290	0.156828	0.159349	0.161804	0.164158	0.166385	0.168466	0.170387	0.172140	0.173716	0.175115	0.176336	0.177382	0.178259	0.178973	0.179534	0.179951	0.180238	0.180405	0.180466	0.180433	0.180318	0.180134	0.179892	0.179603	0.179277	0.178923	0.178548	0.178160	0.177766	0.177371	0.176979	0.176595	0.176221	0.175861	0.175516	0.175188	0.174877	0.174586	0.174313	0.174060	0.173826	0.173611	0.173414	0.173235	0.173072	0.172926	0.172795	0.172678	0.172575	0.172484	0.172405	0.172336	0.172276	0.172226	0.172183	0.172147	0.172117	0.172093	0.172074	0.172058	0.172046	0.172037	0.172031	0.172026	0.172024	0.172022	0.172021	0.172021	0.172021	0.172021	0.172021	0.172021	0.172020	0.172020	0.172018	0.172016	0.172013	0.172010	0.172006	0.172001	0.171996	0.171990	0.171983	0.171976	0.171968	0.171960	0.171952	0.171943	0.171933	0.171924	0.171914	0.171904	0.171893	0.171893	
0.144481	0.144481	0.145218	0.146672	0.148616	0.150862	0.153270	0.155743	0.158211	0.160625	0.162949	0.165156	0.167227	0.169147	0.170906	0.172499	0.173920	0.175171	0.176252	0.177168	0.177925	0.178531	0.178997	0.179332	0.179548	0.179657	0.179671	0.179602	0.179462	0.179261	0.179011	0.178721	0.178401	0.178057	0.177698	0.177330	0.176958	0.176587	0.176222	0.175865	0.175520	0.175188	0.174872	0.174572	0.174290	0.174026	0.173780	0.173552	0.173342	0.173150	0.172975	0.172817	0.172674	0.172546	0.172432	0.172331	0.172242	0.172165	0.172098	0.172041	0.171992	0.171951	0.171917	0.171889	0.171867	0.171849	0.171836	0.171826	0.171819	0.171814	0.171812	0.171811	0.171811	0.171813	0.171815	0.171817	0.171819	0.171821	0.171824	0.171825	0.171827	0.171827	0.171828	0.171827	0.171826	0.171824	0.171821	0.171818	0.171814	0.171810	0.171805	0.171799	0.171793	0.171786	0.171779	0.171772	0.171764	0.171755	0.171747	0.171738	0.171738	
0.143900	0.143900	0.144573	0.145935	0.147784	0.149942	0.152274	0.154683	0.157098	0.159471	0.161764	0.163950	0.166010	0.167927	0.169693	0.171299	0.172741	0.174019	0.175132	0.176085	0.176884	0.177534	0.178045	0.178427	0.178691	0.178847	0.178907	0.178883	0.178786	0.178626	0.178415	0.178161	0.177874	0.177561	0.177231	0.176888	0.176540	0.176191	0.175845	0.175505	0.175176	0.174858	0.174554	0.174265	0.173992	0.173736	0.173498	0.173276	0.173072	0.172885	0.172715	0.172560	0.172421	0.172296	0.172185	0.172087	0.172001	0.171925	0.171861	0.171805	0.171758	0.171719	0.171687	0.171661	0.171641	0.171625	0.171613	0.171605	0.171600	0.171598	0.171597	0.171599	0.171601	0.171605	0.171609	0.171613	0.171618	0.171622	0.171626	0.171630	0.171634	0.171637	0.171639	0.171641	0.171642	0.171642	0.171642	0.171641	0.171639	0.171636	0.171633	0.171630	0.171625	0.171621	0.171615	0.171610	0.171604	0.171597	0.171591	0.171584	0.171584	
0.143337	0.143337	0.143946	0.145218	0.146974	0.149045	0.151301	0.153646	0.156010	0.158341	0.160603	0.162768	0.164815	0.166729	0.168499	0.170116	0.171578	0.172880	0.174024	0.175013	0.175850	0.176542	0.177097	0.177525	0.177834	0.178036	0.178141	0.178161	0.178106	0.177987	0.177814	0.177596	0.177342	0.177061	0.176758	0.176442	0.176118	0.175791	0.175464	0.175142	0.174828	0.174524	0.174233	0.173955	0.173692	0.173445	0.173214	0.172999	0.172801	0.172620	0.172454	0.172303	0.172168	0.172046	0.171938	0.171842	0.171759	0.171686	0.171623	0.171570	0.171525	0.171488	0.171458	0.171433	0.171415	0.171401	0.171391	0.171385	0.171382	0.171382	0.171383	0.171387	0.171391	0.171397	0.171403	0.171409	0.171416	0.171423	0.171429	0.171436	0.171441	0.171446	0.171451	0.171455	0.171458	0.171460	0.171462	0.171463	0.171463	0.171463	0.171462	0.171460	0.171458	0.171455	0.171452	0.171448	0.171444	0.171439	0.171434	0.171429	0.171429	
0.142791	0.142791	0.143337	0.144520	0.146183	0.148168	0.150350	0.152632	0.154944	0.157234	0.159465	0.161608	0.163641	0.165551	0.167323	0.168951	0.170430	0.171755	0.172928	0.173949	0.174823	0.175556	0.176153	0.176624	0.176978	0.177225	0.177374	0.177437	0.177423	0.177344	0.177209	0.177026	0.176806	0.176555	0.176282	0.175992	0.175692	0.175386	0.175079	0.174775	0.174477	0.174188	0.173909	0.173642	0.173390	0.173151	0.172928	0.172721	0.172529	0.172353	0.172192	0.172046	0.171914	0.171796	0.171691	0.171598	0.171517	0.171446	0.171386	0.171335	0.171292	0.171257	0.171228	0.171206	0.171189	0.171177	0.171170	0.171166	0.171164	0.171166	0.171170	0.171175	0.171181	0.171189	0.171197	0.171206	0.171215	0.171224	0.171232	0.171241	0.171249	0.171256	0.171263	0.171269	0.171274	0.171279	0.171283	0.171286	0.171288	0.171290	0.171291	0.171291	0.171290	0.171290	0.171288	0.171286	0.171284	0.171281	0.171277	0.171274	0.171274	
0.142260	0.142260	0.142743	0.143839	0.145411	0.147312	0.149420	0.151640	0.153901	0.156150	0.158349	0.160469	0.162489	0.164392	0.166167	0.167804	0.169297	0.170644	0.171843	0.172896	0.173805	0.174576	0.175214	0.175727	0.176124	0.176413	0.176605	0.176710	0.176738	0.176698	0.176600	0.176453	0.176265	0.176046	0.175801	0.175538	0.175261	0.174978	0.174691	0.174405	0.174123	0.173848	0.173582	0.173328	0.173085	0.172856	0.172641	0.172441	0.172256	0.172085	0.171929	0.171787	0.171659	0.171545	0.171443	0.171353	0.171275	0.171207	0.171149	0.171100	0.171059	0.171026	0.170999	0.170979	0.170964	0.170954	0.170948	0.170946	0.170947	0.170950	0.170956	0.170963	0.170972	0.170982	0.170992	0.171003	0.171014	0.171025	0.171036	0.171046	0.171056	0.171066	0.171075	0.171083	0.171090	0.171097	0.171103	0.171108	0.171113	0.171116	0.171119	0.171121	0.171123	0.171124	0.171124	0.171124	0.171124	0.171122	0.171121	0.171119	0.171119	
