0.158587	0.158587	0.161031	0.163291	0.165350	0.167196	0.168822	0.170228	0.171417	0.172400	0.173193	0.173813	0.174281	0.174617	0.174842	0.174975	0.175035	0.175038	0.174999	0.174929	0.174840	0.174740	0.174639	0.174541	0.174452	0.174376	0.174317	0.174278	0.174260	0.174266	0.174296	0.174352	0.174434	0.174541	0.174676	0.174836	0.175022	0.175234	0.175470	0.175730	0.176014	0.176319	0.176646	0.176993	0.177359	0.177742	0.178142	0.178557	0.178985	0.179426	0.179877	0.180338	0.180806	0.181281	0.181761	0.182243	0.182728	0.183213	0.183697	0.184178	0.184656	0.185127	0.185593	0.186050	0.186497	0.186934	0.187360	0.187772	0.188170	0.188553	0.188920	0.189270	0.189602	0.189915	0.190209	0.190482	0.190735	0.190966	0.191175	0.191361	0.191525	0.191665	0.191782	0.191874	0.191943	0.191987	0.192007	0.192002	0.191973	0.191919	0.191841	0.191738	0.191611	0.191459	0.191284	0.191084	0.190861	0.190614	0.190345	0.190052	0.190052	
0.158587	0.158587	0.161031	0.163291	0.165350	0.167196	0.168822	0.170228	0.171417	0.172400	0.173193	0.173813	0.174281	0.174617	0.174842	0.174975	0.175035	0.175038	0.174999	0.174929	0.174840	0.174740	0.174639	0.174541	0.174452	0.174376	0.174317	0.174278	0.174260	0.174266	0.174296	0.174352	0.174434	0.174541	0.174676	0.174836	0.175022	0.175234	0.175470	0.175730	0.176014	0.176319	0.176646	0.176993	0.177359	0.177742	0.178142	0.178557	0.178985	0.179426	0.179877	0.180338	0.180806	0.181281	0.181761	0.182243	0.182728	0.183213	0.183697	0.184178	0.184656	0.185127	0.185593	0.186050	0.186497	0.186934	0.187360	0.187772	0.188170	0.188553	0.188920	0.189270	0.189602	0.189915	0.190209	0.190482	0.190735	0.190966	0.191175	0.191361	0.191525	0.191665	0.191782	0.191874	0.191943	0.191987	0.192007	0.192002	0.191973	0.191919	0.191841	0.191738	0.191611	0.191459	0.191284	0.191084	0.190861	0.190614	0.190345	0.190052	0.190052	
0.157284	0.157284	0.159696	0.161935	0.163986	0.165837	0.167482	0.168918	0.170150	0.171186	0.172039	0.172725	0.173263	0.173670	0.173966	0.174169	0.174297	0.174364	0.174385	0.174371	0.174333	0.174281	0.174222	0.174163	0.174108	0.174062	0.174030	0.174013	0.174015	0.174037	0.174080	0.174147	0.174237	0.174351	0.174489	0.174652	0.174838	0.175049	0.175283	0.175540	0.175819	0.176119	0.176440	0.176780	0.177139	0.177514	0.177906	0.178312	0.178731	0.179163	0.179605	0.180056	0.180516	0.180981	0.181452	0.181925	0.182401	0.182878	0.183353	0.183826	0.184296	0.184760	0.185218	0.185669	0.186110	0.186541	0.186961	0.187368	0.187761	0.188140	0.188503	0.188850	0.189179	0.189489	0.189781	0.190052	0.190303	0.190533	0.190741	0.190928	0.191091	0.191232	0.191349	0.191443	0.191512	0.191558	0.191580	0.191577	0.191550	0.191498	0.191423	0.191323	0.191198	0.191050	0.190878	0.190682	0.190462	0.190219	0.189953	0.189664	0.189664	
0.156022	0.156022	0.158404	0.160622	0.162663	0.164518	0.166178	0.167642	0.168912	0.169996	0.170905	0.171653	0.172255	0.172730	0.173094	0.173364	0.173556	0.173686	0.173765	0.173806	0.173820	0.173815	0.173798	0.173777	0.173756	0.173741	0.173735	0.173742	0.173763	0.173802	0.173860	0.173937	0.174036	0.174157	0.174300	0.174465	0.174653	0.174864	0.175096	0.175350	0.175625	0.175920	0.176235	0.176569	0.176920	0.177288	0.177672	0.178069	0.178480	0.178903	0.179336	0.179778	0.180228	0.180684	0.181146	0.181611	0.182078	0.182546	0.183013	0.183478	0.183939	0.184396	0.184847	0.185291	0.185725	0.186150	0.186564	0.186966	0.187355	0.187729	0.188088	0.188430	0.188756	0.189064	0.189353	0.189622	0.189872	0.190100	0.190308	0.190493	0.190656	0.190797	0.190915	0.191009	0.191080	0.191127	0.191150	0.191149	0.191124	0.191075	0.191001	0.190904	0.190782	0.190637	0.190468	0.190275	0.190059	0.189819	0.189556	0.189271	0.189271	
0.154800	0.154800	0.157152	0.159349	0.161380	0.163236	0.164909	0.166397	0.167702	0.168830	0.169790	0.170595	0.171259	0.171797	0.172225	0.172560	0.172815	0.173004	0.173141	0.173236	0.173300	0.173340	0.173366	0.173383	0.173397	0.173412	0.173433	0.173464	0.173506	0.173562	0.173634	0.173724	0.173832	0.173960	0.174108	0.174277	0.174467	0.174677	0.174908	0.175160	0.175431	0.175722	0.176032	0.176359	0.176704	0.177064	0.177440	0.177829	0.178232	0.178645	0.179070	0.179503	0.179944	0.180391	0.180843	0.181299	0.181757	0.182217	0.182675	0.183132	0.183586	0.184035	0.184479	0.184915	0.185343	0.185762	0.186170	0.186566	0.186950	0.187319	0.187674	0.188013	0.188335	0.188639	0.188926	0.189193	0.189440	0.189667	0.189874	0.190058	0.190221	0.190362	0.190479	0.190574	0.190646	0.190694	0.190718	0.190719	0.190696	0.190648	0.190577	0.190482	0.190363	0.190221	0.190054	0.189864	0.189651	0.189415	0.189155	0.188873	0.188873	
0.153616	0.153616	0.155938	0.158114	0.160134	0.161989	0.163673	0.165182	0.166518	0.167686	0.168694	0.169552	0.170273	0.170871	0.171361	0.171757	0.172072	0.172320	0.172512	0.172660	0.172772	0.172859	0.172926	0.172981	0.173030	0.173076	0.173124	0.173179	0.173242	0.173316	0.173403	0.173505	0.173624	0.173760	0.173914	0.174086	0.174278	0.174489	0.174720	0.174969	0.175238	0.175525	0.175829	0.176151	0.176489	0.176842	0.177210	0.177592	0.177986	0.178391	0.178806	0.179230	0.179662	0.180101	0.180544	0.180991	0.181440	0.181891	0.182341	0.182790	0.183236	0.183677	0.184113	0.184543	0.184964	0.185376	0.185778	0.186169	0.186547	0.186912	0.187262	0.187596	0.187915	0.188216	0.188499	0.188764	0.189009	0.189235	0.189439	0.189623	0.189785	0.189925	0.190043	0.190138	0.190210	0.190259	0.190284	0.190286	0.190265	0.190219	0.190150	0.190057	0.189941	0.189801	0.189637	0.189450	0.189240	0.189006	0.188750	0.188471	0.188471	
0.152466	0.152466	0.154760	0.156915	0.158923	0.160776	0.162468	0.163996	0.165360	0.166564	0.167616	0.168523	0.169298	0.169953	0.170501	0.170955	0.171328	0.171633	0.171879	0.172078	0.172239	0.172370	0.172479	0.172572	0.172655	0.172732	0.172809	0.172887	0.172971	0.173064	0.173167	0.173282	0.173411	0.173556	0.173716	0.173893	0.174088	0.174300	0.174531	0.174779	0.175044	0.175327	0.175627	0.175943	0.176275	0.176622	0.176982	0.177356	0.177742	0.178139	0.178546	0.178961	0.179384	0.179813	0.180248	0.180686	0.181127	0.181568	0.182010	0.182451	0.182888	0.183322	0.183751	0.184173	0.184587	0.184993	0.185389	0.185774	0.186146	0.186506	0.186851	0.187182	0.187496	0.187794	0.188074	0.188336	0.188579	0.188802	0.189005	0.189188	0.189349	0.189488	0.189606	0.189701	0.189773	0.189823	0.189849	0.189852	0.189832	0.189788	0.189720	0.189630	0.189515	0.189377	0.189216	0.189032	0.188824	0.188594	0.188340	0.188065	0.188065	
0.151349	0.151349	0.153616	0.155751	0.157747	0.159596	0.161295	0.162838	0.164227	0.165464	0.166556	0.167509	0.168335	0.169043	0.169646	0.170156	0.170585	0.170943	0.171242	0.171491	0.171700	0.171875	0.172025	0.172156	0.172273	0.172382	0.172486	0.172589	0.172695	0.172806	0.172925	0.173054	0.173195	0.173348	0.173515	0.173698	0.173896	0.174110	0.174340	0.174587	0.174851	0.175130	0.175426	0.175737	0.176063	0.176403	0.176757	0.177123	0.177501	0.177889	0.178288	0.178695	0.179109	0.179529	0.179955	0.180384	0.180816	0.181249	0.181683	0.182115	0.182544	0.182970	0.183391	0.183806	0.184213	0.184613	0.185002	0.185381	0.185748	0.186102	0.186443	0.186769	0.187079	0.187373	0.187650	0.187909	0.188149	0.188370	0.188571	0.188752	0.188912	0.189051	0.189168	0.189262	0.189335	0.189385	0.189412	0.189416	0.189397	0.189354	0.189288	0.189199	0.189087	0.188951	0.188792	0.188610	0.188405	0.188177	0.187927	0.187654	0.187654	
0.150265	0.150265	0.152504	0.154619	0.156602	0.158447	0.160150	0.161707	0.163118	0.164385	0.165514	0.166510	0.167382	0.168141	0.168796	0.169359	0.169841	0.170252	0.170602	0.170900	0.171155	0.171374	0.171564	0.171733	0.171884	0.172024	0.172156	0.172284	0.172412	0.172543	0.172679	0.172822	0.172974	0.173137	0.173312	0.173499	0.173701	0.173918	0.174149	0.174395	0.174657	0.174934	0.175225	0.175532	0.175852	0.176186	0.176533	0.176892	0.177262	0.177643	0.178032	0.178431	0.178836	0.179248	0.179665	0.180086	0.180509	0.180933	0.181358	0.181782	0.182203	0.182621	0.183035	0.183442	0.183843	0.184235	0.184618	0.184991	0.185352	0.185701	0.186036	0.186357	0.186664	0.186954	0.187227	0.187483	0.187720	0.187939	0.188138	0.188317	0.188475	0.188613	0.188729	0.188823	0.188896	0.188946	0.188973	0.188978	0.188960	0.188918	0.188854	0.188766	0.188656	0.188522	0.188365	0.188185	0.187983	0.187758	0.187510	0.187240	0.187240	
0.149209	0.149209	0.151423	0.153518	0.155488	0.157328	0.159033	0.160602	0.162032	0.163327	0.164489	0.165524	0.166440	0.167246	0.167951	0.168565	0.169098	0.169560	0.169959	0.170304	0.170604	0.170866	0.171097	0.171302	0.171488	0.171659	0.171819	0.171973	0.172123	0.172274	0.172426	0.172584	0.172749	0.172922	0.173104	0.173298	0.173505	0.173724	0.173956	0.174202	0.174463	0.174737	0.175025	0.175327	0.175642	0.175970	0.176311	0.176662	0.177025	0.177398	0.177780	0.178170	0.178567	0.178970	0.179378	0.179790	0.180205	0.180621	0.181037	0.181452	0.181866	0.182276	0.182681	0.183081	0.183474	0.183860	0.184236	0.184603	0.184958	0.185301	0.185632	0.185948	0.186250	0.186536	0.186805	0.187058	0.187292	0.187508	0.187705	0.187882	0.188039	0.188175	0.188290	0.188384	0.188456	0.188506	0.188533	0.188538	0.188521	0.188480	0.188417	0.188331	0.188222	0.188090	0.187935	0.187757	0.187557	0.187334	0.187089	0.186821	0.186821	
