0.140713	0.145433	0.149434	0.153012	0.156322	0.159437	0.162383	0.165162	0.167762	0.170167	0.172354	0.174305	0.176003	0.177435	0.178593	0.179476	0.180087	0.180437	0.180542	0.180422	0.180101	0.179608	0.178970	0.178218	0.177382	0.176489	0.175567	0.174639	0.173730	0.172856	0.172035	0.171280	0.170602	0.170007	0.169503	0.169092	0.168776	0.168554	0.168427	0.168392	0.168446	0.168587	0.168805	0.169099	0.169623	0.170191	0.170865	0.171784	0.172417	0.172963	0.173617	0.174678	0.175580	0.176990	0.177447	0.177794	0.178399	0.180547	0.181123	0.181029	0.181934	0.184103	0.186029	0.184885	0.185427	0.188120	0.189674	0.189863	0.190751	0.192457	0.191921	0.194535	0.196430	0.195968	0.197146	0.198358	0.199593	0.200839	0.202083	0.203310	0.204504	0.205648	0.205155	0.205659	0.208256	0.207666	0.208027	0.208879	0.209104	0.209760	0.209811	0.210229	0.209192	0.210081	0.210127	0.209133	0.208959	
0.140359	0.144961	0.148873	0.152385	0.155648	0.158732	0.161662	0.164438	0.167048	0.169473	0.171693	0.173686	0.175435	0.176926	0.178149	0.179099	0.179781	0.180202	0.180375	0.180321	0.180061	0.179624	0.179036	0.178326	0.177526	0.176662	0.175762	0.174851	0.173951	0.173082	0.172260	0.171500	0.170812	0.170205	0.169685	0.169255	0.168917	0.168672	0.168519	0.168457	0.168483	0.168594	0.168800	0.169190	0.169891	0.170520	0.171246	0.172232	0.172887	0.173450	0.174118	0.175204	0.176109	0.177534	0.177971	0.178295	0.178876	0.181021	0.181567	0.181432	0.182306	0.184445	0.186338	0.185149	0.185651	0.188302	0.189811	0.189960	0.190805	0.192465	0.191900	0.194459	0.196304	0.195819	0.196959	0.198134	0.199332	0.200542	0.201751	0.202943	0.204103	0.205213	0.204732	0.205229	0.207755	0.207187	0.207546	0.208380	0.208607	0.209248	0.209303	0.209709	0.208740	0.209578	0.209616	0.208696	0.208535	
0.140012	0.144496	0.148320	0.151766	0.154982	0.158034	0.160945	0.163716	0.166334	0.168778	0.171027	0.173061	0.174859	0.176407	0.177692	0.178710	0.179461	0.179952	0.180195	0.180207	0.180011	0.179630	0.179093	0.178429	0.177666	0.176833	0.175958	0.175064	0.174176	0.173313	0.172492	0.171728	0.171033	0.170414	0.169878	0.169429	0.169071	0.168802	0.168624	0.168535	0.168532	0.168615	0.168808	0.169293	0.170171	0.170860	0.171638	0.172690	0.173368	0.173949	0.174629	0.175742	0.176649	0.178089	0.178504	0.178808	0.179364	0.181505	0.182020	0.181845	0.182687	0.184795	0.186653	0.185419	0.185881	0.188490	0.189951	0.190060	0.190862	0.192475	0.191881	0.194384	0.196178	0.195671	0.196773	0.197909	0.199070	0.200243	0.201416	0.202572	0.203697	0.204774	0.204305	0.204794	0.207248	0.206702	0.207060	0.207874	0.208103	0.208727	0.208788	0.209180	0.208280	0.209067	0.209096	0.208250	0.208102	
0.139671	0.144039	0.147774	0.151154	0.154322	0.157341	0.160233	0.162997	0.165620	0.168081	0.170358	0.172430	0.174275	0.175877	0.177224	0.178308	0.179129	0.179690	0.180002	0.180081	0.179948	0.179626	0.179142	0.178525	0.177802	0.177002	0.176152	0.175279	0.174404	0.173549	0.172730	0.171964	0.171261	0.170631	0.170081	0.169615	0.169236	0.168945	0.168741	0.168625	0.168595	0.168648	0.168828	0.169409	0.170461	0.171211	0.172041	0.173159	0.173859	0.174459	0.175152	0.176290	0.177199	0.178653	0.179048	0.179330	0.179862	0.181997	0.182481	0.182265	0.183075	0.185152	0.186974	0.185696	0.186116	0.188681	0.190095	0.190164	0.190922	0.192487	0.191865	0.194311	0.196052	0.195523	0.196586	0.197684	0.198807	0.199943	0.201078	0.202199	0.203289	0.204332	0.203873	0.204354	0.206737	0.206213	0.206568	0.207362	0.207592	0.208200	0.208265	0.208644	0.207811	0.208548	0.208568	0.207796	0.207660	
0.139335	0.143588	0.147235	0.150550	0.153668	0.156653	0.159525	0.162281	0.164907	0.167383	0.169686	0.171793	0.173683	0.175339	0.176745	0.177894	0.178782	0.179413	0.179795	0.179943	0.179874	0.179612	0.179183	0.178613	0.177932	0.177167	0.176346	0.175494	0.174635	0.173789	0.172974	0.172207	0.171498	0.170858	0.170295	0.169811	0.169412	0.169099	0.168871	0.168728	0.168670	0.168693	0.168861	0.169536	0.170762	0.171572	0.172454	0.173637	0.174361	0.174980	0.175684	0.176849	0.177760	0.179228	0.179601	0.179862	0.180369	0.182497	0.182950	0.182694	0.183471	0.185514	0.187300	0.185979	0.186357	0.188877	0.190243	0.190271	0.190984	0.192501	0.191850	0.194238	0.195927	0.195376	0.196399	0.197458	0.198543	0.199641	0.200739	0.201823	0.202878	0.203886	0.203438	0.203911	0.206221	0.205718	0.206070	0.206844	0.207074	0.207666	0.207735	0.208101	0.207335	0.208021	0.208033	0.207333	0.207210	
0.139005	0.143143	0.146704	0.149952	0.153021	0.155971	0.158821	0.161567	0.164195	0.166684	0.169010	0.171151	0.173084	0.174790	0.176255	0.177467	0.178423	0.179123	0.179575	0.179791	0.179787	0.179587	0.179214	0.178694	0.178057	0.177329	0.176538	0.175710	0.174867	0.174032	0.173223	0.172456	0.171743	0.171094	0.170518	0.170018	0.169600	0.169264	0.169012	0.168843	0.168757	0.168751	0.168906	0.169674	0.171072	0.171943	0.172876	0.174125	0.174872	0.175510	0.176227	0.177417	0.178330	0.179811	0.180164	0.180403	0.180886	0.183006	0.183427	0.183131	0.183874	0.185883	0.187631	0.186267	0.186604	0.189077	0.190394	0.190381	0.191050	0.192517	0.191838	0.194167	0.195802	0.195229	0.196212	0.197232	0.198278	0.199337	0.200398	0.201445	0.202464	0.203437	0.203000	0.203463	0.205700	0.205218	0.205567	0.206321	0.206551	0.207126	0.207198	0.207551	0.206852	0.207487	0.207490	0.206863	0.206752	
0.138680	0.142705	0.146179	0.149361	0.152380	0.155295	0.158121	0.160856	0.163484	0.165983	0.168331	0.170504	0.172477	0.174233	0.175754	0.177028	0.178051	0.178820	0.179341	0.179625	0.179688	0.179550	0.179235	0.178767	0.178175	0.177486	0.176727	0.175924	0.175101	0.174279	0.173477	0.172711	0.171995	0.171339	0.170750	0.170235	0.169798	0.169441	0.169165	0.168970	0.168856	0.168821	0.168963	0.169823	0.171392	0.172323	0.173308	0.174623	0.175392	0.176050	0.176779	0.177995	0.178909	0.180403	0.180736	0.180954	0.181410	0.183522	0.183912	0.183576	0.184285	0.186258	0.187967	0.186561	0.186855	0.189280	0.190548	0.190494	0.191118	0.192535	0.191828	0.194097	0.195678	0.195083	0.196026	0.197006	0.198012	0.199033	0.200055	0.201065	0.202048	0.202986	0.202559	0.203012	0.205176	0.204715	0.205059	0.205792	0.206022	0.206580	0.206655	0.206995	0.206361	0.206946	0.206940	0.206385	0.206286	
0.138360	0.142273	0.145660	0.148776	0.151745	0.154623	0.157426	0.160148	0.162774	0.165282	0.167650	0.169851	0.171864	0.173667	0.175242	0.176578	0.177665	0.178502	0.179093	0.179446	0.179576	0.179502	0.179245	0.178831	0.178286	0.177638	0.176914	0.176138	0.175336	0.174528	0.173735	0.172972	0.172254	0.171591	0.170991	0.170462	0.170007	0.169629	0.169329	0.169108	0.168966	0.168903	0.169032	0.169982	0.171721	0.172712	0.173748	0.175128	0.175922	0.176599	0.177341	0.178581	0.179497	0.181004	0.181316	0.181513	0.181944	0.184045	0.184403	0.184027	0.184702	0.186639	0.188308	0.186860	0.187112	0.189488	0.190706	0.190611	0.191189	0.192556	0.191820	0.194028	0.195554	0.194937	0.195840	0.196779	0.197746	0.198727	0.199711	0.200684	0.201629	0.202532	0.202115	0.202559	0.204648	0.204207	0.204547	0.205259	0.205488	0.206028	0.206106	0.206432	0.205863	0.206397	0.206383	0.205899	0.205812	
0.138045	0.141846	0.145148	0.148197	0.151116	0.153957	0.156734	0.159442	0.162065	0.164581	0.166966	0.169195	0.171244	0.173092	0.174721	0.176115	0.177267	0.178172	0.178831	0.179254	0.179451	0.179441	0.179244	0.178886	0.178390	0.177785	0.177096	0.176350	0.175570	0.174779	0.173996	0.173238	0.172519	0.171850	0.171241	0.170698	0.170225	0.169827	0.169504	0.169258	0.169089	0.168996	0.169112	0.170152	0.172059	0.173110	0.174197	0.175642	0.176459	0.177156	0.177910	0.179176	0.180093	0.181612	0.181904	0.182080	0.182485	0.184575	0.184901	0.184485	0.185125	0.187024	0.188653	0.187164	0.187373	0.189698	0.190866	0.190730	0.191262	0.192578	0.191815	0.193961	0.195431	0.194793	0.195654	0.196553	0.197479	0.198421	0.199366	0.200301	0.201209	0.202076	0.201669	0.202102	0.204116	0.203696	0.204031	0.204722	0.204949	0.205472	0.205551	0.205864	0.205360	0.205843	0.205820	0.205407	0.205332	
0.137735	0.141425	0.144642	0.147625	0.150493	0.153296	0.156047	0.158740	0.161358	0.163880	0.166280	0.168534	0.170618	0.172510	0.174189	0.175641	0.176856	0.177827	0.178555	0.179047	0.179312	0.179367	0.179232	0.178930	0.178485	0.177924	0.177274	0.176559	0.175804	0.175031	0.174260	0.173508	0.172790	0.172117	0.171499	0.170942	0.170453	0.170035	0.169689	0.169418	0.169222	0.169101	0.169204	0.170332	0.172405	0.173515	0.174653	0.176163	0.177004	0.177721	0.178488	0.179778	0.180696	0.182227	0.182499	0.182654	0.183033	0.185111	0.185406	0.184950	0.185554	0.187415	0.189002	0.187473	0.187639	0.189912	0.191028	0.190852	0.191338	0.192601	0.191811	0.193894	0.195308	0.194649	0.195469	0.196327	0.197212	0.198114	0.199021	0.199917	0.200788	0.201618	0.201222	0.201643	0.203582	0.203182	0.203511	0.204180	0.204405	0.204911	0.204992	0.205291	0.204850	0.205283	0.205251	0.204908	0.204844	
